analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
tghce2ln1396r20,MGI:107416,Supt4a,C57BL,Early adult,JAX_OFD_021_001,0.7040468,Number of rears - total
tgutjt94rr96eho,MGI:1914737,Dhx40,C57BL,Early adult,IMPC_EYE_067_001,0.4927984,Left anterior chamber depth
tgvbdvsf715zy69,MGI:1298397,Sncg,C57BL,Middle aged adult,JAX_SLW_007_001,0.4665374,Light sleep bout lengths mean
th0h11mvmhb4p3g,MGI:95413,Ercc2,C57BL,Early adult,IMPC_HEM_030_001,0.8125155,Neutrophil cell count
th343k5xe8v3y12,MGI:2145316,Txndc5,C57BL,Early adult,IMPC_ABR_006_001,0.6958838,12kHz-evoked ABR Threshold
th84f37kbk697ch,MGI:96654,Kcna1,C57BL,Early adult,IMPC_ACS_035_001,0.9181143,% Pre-pulse inhibition - PPI3
thb84k349pzl8hw,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_OFD_017_001,0.1174883,Center average speed
theaz1zuh6g3dqj,MGI:87994,Aldoa,C57BL,Early adult,IMPC_CBC_010_001,0.2679481,Phosphorus
thkii36j32wg0lp,MGI:1915751,Nsmce2,C57BL,Late adult,JAXLA_CSD_078_001,0.83822,Vocalization
thm6297i35298f3,MGI:95751,Glrb,C57BL,Early adult,IMPC_OFD_020_001,0.3156605,Distance travelled - total
thn33698v1k6f35,MGI:2443439,Itgbl1,C57BL,Early adult,IMPC_OFD_021_001,0.4591721,Number of rears - total
thoow9ddc21c89b,MGI:1926950,Zfp236,C57BL,Early adult,IMPC_EYE_027_001,0.4622135,Persistence of hyaloid vascular system
thp856n3im97y8z,MGI:1915152,Sumf2,C57BL,Early adult,IMPC_ABR_010_001,0.40581,24kHz-evoked ABR Threshold
tht2ib08m95d74s,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_GEL_027_001,0.1659121,Neural tube closure
thtwten11fh00j2,MGI:3039629,Slc17a8,C57BL,Early adult,IMPC_CBC_023_001,0.437414,Alpha-amylase
ti7a2641a53xnd2,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_CSD_037_001,0.5566977,Unexpected behaviors
ti7v77vu6wx6r8u,MGI:1913483,Dmap1,C57BL,Early adult,M-G-P_013_001_003,0.1285876,Left Retina
ti8t7n92m92ad34,MGI:1858259,Tomm40,C57BL,Early adult,M-G-P_007_001_015,0.805059,Number of entries in the center
ti9z0uav3uriy28,MGI:96080,Mst1,C57BL,Early adult,ESLIM_007_001_008,0.1815339,Periphery permanence time
tia8kc661c3434h,MGI:87870,Acat1,C57BL,Early adult,IMPC_CSD_029_001,0.1293275,Activity (body position)
tib229djb297a8a,MGI:1918968,Telo2,C57BL,E9.5,IMPC_ACS_035_001,0.2518057,% Pre-pulse inhibition - PPI3
tid7ulqcr8ay4k1,MGI:1918968,Telo2,C57BL,E9.5,IMPC_GRS_009_001,0.7101244,Forelimb and hindlimb grip strength measurement mean
tijv4a3cbg2704m,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_ACS_033_001,0.2621943,% Pre-pulse inhibition - PPI1
tiru6m8xi500p71,MGI:96654,Kcna1,C57BL,Early adult,IMPC_CSD_036_001,0.06414033,Startle response
tj341847w4hx419,MGI:1298224,Pip5k1c,C57BL,E12.5,ESLIM_016_001_007,0.1739901,Mean cell haemoglobin concentration
tj4gbew14f8rrmp,MGI:1919066,Rnf180,C57BL,Early adult,KMPCLA_CSD_005_001,0.9024864,Coat - color - back
tj6e4m2p184ii9n,MGI:1341157,Sox30,C57BL,Early adult,IMPC_IMM_056_001,0.6012642,NK Subsets (Q3)
tj742v327q3f8d4,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_HEM_037_001,0.8854751,Basophil cell count
tj8ooeg0g93if05,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_CBC_013_001,0.4722043,Alanine aminotransferase
tjaane4uec62004,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_ACS_036_001,0.3095137,% Pre-pulse inhibition - PPI4
tjer34sy394gp5p,MGI:1934754,Kars1,C57BL,E12.5,IMPC_EYE_023_001,0.6153115,Optic Disc
tjgbf8708uufzf2,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_EYE_092_002,0.2992676,Retina (combined)
tjj5e0v0r942q10,MGI:1921850,Mrpl47,C57BL,Early adult,IMPC_GRS_011_001,0.9938773,Forelimb and hindlimb grip strength normalised against body weight
tjr0x90ddkii7al,MGI:1920211,Slc17a7,C57BL,Early adult,IMPC_ACS_006_001,0.2509161,Response amplitude - S
tk199a070gq439v,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_GEO_069_001,0.1598148,Delayed embryonic development
tk4i6bn3ip7h535,MGI:1920136,Yju2,C57BL,E9.5,IMPC_ACS_033_001,0.5793143,% Pre-pulse inhibition - PPI1
tk4vd9z01e609j8,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_CBC_003_001,0.1738954,Chloride
tk57344rbx6114d,MGI:1914805,Mgat4d,C57BL,Early adult,UCD_OWT_029_001,0.5855503,Body length
tk72eur80xd4369,MGI:1889272,Cadm1,129SV,Early adult,HRWLLA_CSD_036_001,0.6668083,Startle response
tk7494kqfz5wd02,MGI:3650333,Krtap9-5,C57BL,Early adult,UCDIP_GRS_009_001,0.2783381,Forelimb and hindlimb grip strength measurement mean
tk7562wd899sju7,MGI:1921850,Mrpl47,C57BL,E12.5,JAXLA_CSD_078_001,0.2144608,Vocalization
tkdc2m4kep857l3,MGI:1920136,Yju2,C57BL,Early adult,ESLIM_018_001_006,0.5805227,Mature B cells IgD+ percentage
tkf27f95406j055,MGI:2442707,Tmem72,C57BL,Middle aged adult,ESLIM_019_001_001,0.8836959,IgM
tkn8gw59e478grw,MGI:1919580,Klhl40,C57BL,Early adult,JAX_SLW_013_001,0.8327296,Breath rate during sleep mean
tkp5o2geg39d8yg,MGI:1914615,Pudp,C57BL,Early adult,JAX_LDT_009_001,0.2952868,Percent time in light
tkq0vjas11490z7,MGI:2682639,Ddx31,C57BL,E12.5,KMPCLA_OFD_009_001,0.4005447,Whole arena average speed
tl1w4g6hgp427b1,MGI:1920081,Dhx30,C57BL,E9.5,IMPC_OFD_009_001,0.170242,Whole arena average speed
tl4coc3ci3ai8y8,MGI:1923322,Rnf183,C57BL,Early adult,IMPC_HEM_039_001,0.3965871,Large Unstained Cell (LUC) count
tl63rrk75u6t74u,MGI:1914805,Mgat4d,C57BL,Early adult,IMPC_IMM_054_001,0.7937522,NK Subsets (Q1)
tl70y54i44j83li,MGI:3650624,Arid3c,C57BL,Early adult,IMPC_ACS_006_001,0.1485364,Response amplitude - S
tl7b1te59cmm3wr,MGI:1197515,Irx1,C57BL,E15.5,IMPC_ABR_010_001,0.5141532,24kHz-evoked ABR Threshold
tl8lze0261hcwes,MGI:1918039,Kynu,C57BL,Early adult,KMPCLA_OFD_009_001,0.07385552,Whole arena average speed
tl8m46m3536ts53,MGI:1921850,Mrpl47,C57BL,E9.5,IMPC_IPG_011_001,0.3759778,Initial response to glucose challenge
tl9qqzk7usd99zi,MGI:1923322,Rnf183,C57BL,Early adult,JAXLA_CSD_007_001,0.9629256,Coat - color - abdomen
tlehfu0064gj866,MGI:1914228,Luc7l,C57BL,Late adult,JAX_LDT_003_001,0.9784674,Time mobile light side
tlga2266ol47j6n,MGI:1920136,Yju2,C57BL,Early adult,IMPC_CBC_017_001,0.1317286,Triglycerides
tlnw4u4r70w8uh2,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_CBC_004_001,0.6048845,Urea (Blood Urea Nitrogen - BUN)
tlpmtc4f6g7t1m6,MGI:1913483,Dmap1,C57BL,E9.5,IMPC_GEL_027_001,0.1823246,Neural tube closure
tluwo003z05c5pi,MGI:3710243,Myh7b,C57BL,Early adult,JAX_OFD_009_001,0.608927,Whole arena average speed
tm39t69omj58xan,MGI:1920211,Slc17a7,C57BL,E18.5,IMPC_CBC_007_001,0.7172359,Albumin
tm3u44jt7ye34y2,MGI:97616,Plcg2,C3H,Early adult,ESLIM_018_001_008,0.05843551,NK cell percentage
tm5j8q049xx49r3,MGI:1926950,Zfp236,C57BL,E9.5,IMPC_ABR_012_001,0.2489437,30kHz-evoked ABR Threshold
tm7856mcha6ls3p,MGI:2137354,Trim9,C57BL,Early adult,IMPC_HEM_001_001,0.4085009,White blood cell count
tmbxxs58795mz61,MGI:1197515,Irx1,C57BL,E18.5,ESLIM_019_001_002,0.9126652,IgG3
tmct0r9650iau05,MGI:1914807,Larp6,C57BL,Early adult,ESLIM_018_001_008,0.6213784,NK cell percentage
tmdz95p9r3vz1m0,MGI:107277,Fyco1,C57BL,Early adult,IMPC_LDT_007_001,0.7756213,Percent time in dark
tmg71n2k8988504,MGI:1934754,Kars1,C57BL,E12.5,IMPC_CBC_008_001,0.6208806,Total bilirubin
tmh42oe85r1hg2z,MGI:3645933,Tm4sf19,C57BL,Early adult,ESLIM_007_001_011,0.5784546,Centre resting time
tmj91zom2o430xw,MGI:1920136,Yju2,C57BL,E9.5,IMPC_CSD_078_001,0.9861777,Vocalization
tmui14383pe42xe,MGI:108404,Apbb3,C57BL,Early adult,ESLIM_007_001_008,0.4161617,Periphery permanence time
tmwd7nm17oul89n,MGI:2141861,Ap2s1,C57BL,Early adult,ESLIM_007_001_012,0.9771475,Centre permanence time
tmz2sji55a4ume0,MGI:95791,Got1,C57BL,Early adult,IMPC_GRS_009_001,0.698684,Forelimb and hindlimb grip strength measurement mean
tn00k1u5v01sp69,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_HEM_036_001,0.7752926,Eosinophil cell count
tn1gnas6663p05x,MGI:3650333,Krtap9-5,C57BL,Early adult,IMPC_CSD_036_001,0.797759,Startle response
tn1h711i128pf02,MGI:1298397,Sncg,C57BL,Early adult,IMPC_ACS_037_001,0.3516041,% Pre-pulse inhibition - Global
tn211310xe75e57,MGI:1920211,Slc17a7,C57BL,Early adult,IMPC_ABR_012_001,0.6198271,30kHz-evoked ABR Threshold
tn35dl9cuye6cyt,MGI:107416,Supt4a,C57BL,E12.5,JAX_OFD_020_001,0.2920165,Distance travelled - total
tn5465433undndd,MGI:1915751,Nsmce2,C57BL,E9.5,ESLIM_008_001_012,0.2134047,Tail elevation
tn560013lv0o37r,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_EYE_092_002,0.5892236,Retina (combined)
tn9ug411s0o5823,MGI:1298224,Pip5k1c,C57BL,E12.5,UCDIP_GRS_009_001,0.7652324,Forelimb and hindlimb grip strength measurement mean
tng6njrvsrfgo62,MGI:95675,Gch1,C57BL,Early adult,IMPC_HEM_027_001,0.07904449,Red blood cell distribution width
tnjbhr234579u58,MGI:1914285,Dnajb4,C57BL,Early adult,IMPC_GRS_009_001,0.7420387,Forelimb and hindlimb grip strength measurement mean
tnjm2w3300wf4ej,MGI:2684953,Dnah7b,C57BL,Early adult,JAX_SLW_008_001,0.5487967,Light sleep bout lengths standard deviation
tnla400atm2k06r,MGI:1920136,Yju2,C57BL,Early adult,IMPC_HEM_038_001,0.8169701,Basophil differential count
tnt80a889c4f232,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_DXA_002_001,0.3169752,Fat mass
tnun3jr228p554q,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_CSD_037_001,0.6871464,Unexpected behaviors
tnus0wsic5nu774,MGI:1278344,Nipsnap1,C57BL,Early adult,JAX_OFD_010_001,0.1762932,Periphery distance travelled
to159vxb8a57qd0,MGI:2148801,Afg1l,C57BL,Middle aged adult,IMPC_HEM_019_001,0.9241256,Mean platelet volume
to21kz2h67363d2,MGI:1916274,Snx15,C57BL,Early adult,IMPC_CBC_004_001,0.5280705,Urea (Blood Urea Nitrogen - BUN)
to533o5u8e135r8,MGI:1923411,Lamp5,C57BL,Early adult,IMPC_CBC_011_001,0.9337559,Iron
to694w274th3b3h,MGI:1914738,Calcoco1,C57BL,Middle aged adult,IMPC_CBC_004_001,0.3828719,Urea (Blood Urea Nitrogen - BUN)
to93u5082o47s10,MGI:107448,Lyst,C57BL,Early adult,ESLIM_008_001_012,0.5968888,Tail elevation
to9wd49j84rn4x6,MGI:97601,Prkcq,C57BL,Early adult,IMPC_CSD_080_001,0.3631099,Head bobbing
to9x840f9ar79uj,MGI:1914391,Fbxo5,C57BL,E9.5,IMPC_CBC_004_001,0.5759271,Urea (Blood Urea Nitrogen - BUN)
toc8nq586ia26u7,MGI:107416,Supt4a,C57BL,Early adult,JAX_OFD_020_001,0.4152508,Distance travelled - total
toe67cpb9hsitud,MGI:2685483,Gsg1l,C57BL,Late adult,JAX_SLW_006_001,0.6058983,Sleep bout lengths standard deviation
tora222f13v3lw1,MGI:1922806,Cfap161,C57BL,Early adult,JAX_LDT_009_001,0.8730792,Percent time in light
tp2f78g33umue60,MGI:1920211,Slc17a7,C57BL,early adult,JAXLA_CSD_012_001,0.6654802,Coat - hair distribution - head
tp2nqb389tu77g1,MGI:1925868,Acap2,C57BL,Early adult,IMPC_OFD_013_001,0.600933,Periphery average speed
tp3fu6a29qp97v5,MGI:2148801,Afg1l,C57BL,Early adult,IMPC_GEL_018_001,0.4696065,Visceral yolk sac morphology
tp3r0h9e94c4sfq,MGI:3710243,Myh7b,C57BL,Early adult,IMPC_ECH_005_001,0.4876568,Fractional Shortening
tp7i509qqtft98b,MGI:1278344,Nipsnap1,C57BL,Early adult,IMPC_HEM_036_001,0.6150833,Eosinophil cell count
tp9y42f1ifma231,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_OFD_009_001,0.7290065,Whole arena average speed
tpezv602t3y3983,MGI:107416,Supt4a,C57BL,Early adult,IMPC_CBC_007_001,0.2120694,Albumin
tpg9p1a64238782,MGI:2442707,Tmem72,C57BL,Middle aged adult,JAX_LDT_009_001,0.08723126,Percent time in light
tpi7w83g72k2a42,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_HEM_004_001,0.440045,Hematocrit
tpx38c27687g1z7,MGI:2384902,Rnpep,C57BL,Early adult,IMPC_CSD_007_001,0.6417995,Coat - color - abdomen
tq41j5c6p934e39,MGI:1934754,Kars1,C57BL,Early adult,IMPC_CSD_078_001,0.6445691,Vocalization
tq52289pqrpoz5m,MGI:2150302,Ddhd1,C57BL,Early adult,KMPCIP_CSD_008_001,0.139915,Coat - color pattern - back
tq55u40m310ln4y,MGI:1919221,Zswim1,C57BL,Early adult,IMPC_ECH_005_001,0.4907018,Fractional Shortening
tq5o0ucsfrh1y10,MGI:1934754,Kars1,C57BL,E9.5,JAX_LDT_006_001,0.6944348,Fecal boli
tqu3c0nusfuprqf,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_CSD_010_001,0.7864909,Coat - color pattern - abdomen
tr1m397j0fy89qu,MGI:2685483,Gsg1l,C57BL,Early adult,IMPC_GEL_027_001,0.946692,Neural tube closure
tr3j7tw9ow0z4vf,MGI:97601,Prkcq,C57BL,Early adult,M-G-P_026_001_007,0.432213,Skin pigmentation
tr3xp25e950l307,MGI:2443439,Itgbl1,C57BL,Late adult,ESLIM_008_001_012,0.4617189,Tail elevation
tr507ql9ce61a03,MGI:1341851,Msl3,C57BL,Early adult,IMPC_HEM_037_001,0.6243651,Basophil cell count
tr58441401i8zxw,MGI:1925868,Acap2,C57BL,Early adult,ESLIM_008_001_008,0.2790064,Locomotor activity
tr64anr3wg2ur0j,MGI:1197515,Irx1,C57BL,E12.5,M-G-P_007_001_009,0.1670428,Periphery - average Speed
tr64zzoly8x078a,MGI:3779462,Plscr5,C57BL,Early adult,IMPC_HEM_035_001,0.1600611,Eosinophil differential count
tr7zic3j1ws92rs,MGI:1920136,Yju2,C57BL,Early adult,IMPC_HEM_034_001,0.6771495,Monocyte cell count
tra2e1q9ft36yd7,MGI:1197515,Irx1,C57BL,E18.5,IMPC_EYE_023_001,0.4768207,Optic Disc
traalw6775j6x7v,MGI:3645933,Tm4sf19,C57BL,Early adult,ESLIM_007_001_008,0.4892808,Periphery permanence time
trfknsd4e872t5h,MGI:1915751,Nsmce2,C57BL,Early adult,JAX_PLC_004_001,0.8141593,Glucose
trg7l8095qag3v3,MGI:1341796,Pla2g2d,C57BL,Early adult,IMPC_HEM_034_001,0.5570198,Monocyte cell count
trkj0r73wuu1823,MGI:2682639,Ddx31,C57BL,E12.5,IMPC_ACS_034_001,0.1533411,% Pre-pulse inhibition - PPI2
trlmgyd840012j3,MGI:1919669,Fam72a,C57BL,Early adult,IMPC_IPG_010_001,0.6797376,Fasted blood glucose concentration
trlv6091g5fr046,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_ABR_012_001,0.2635455,30kHz-evoked ABR Threshold
trv468408fu5901,MGI:2442707,Tmem72,C57BL,Late adult,IMPC_CBC_010_001,0.3718962,Phosphorus
trwhqk23mpkmzpk,MGI:2685787,Arhgef33,C57BL,Early adult,ESLIM_018_001_008,0.1176206,NK cell percentage
trww01100hngm93,MGI:1920136,Yju2,C57BL,E9.5,JAX_SLW_007_001,0.400802,Light sleep bout lengths mean
trypk3u4777xtj3,MGI:1860835,Ak3,C57BL,Early adult,IMPC_GEL_032_001,0.3256899,Embryo Size
ts22651m51t9889,MGI:1914545,Rab3c,C57BL,Early adult,IMPC_ABR_002_001,0.1055647,Click-evoked ABR threshold
ts307i00knn9596,MGI:1860835,Ak3,C57BL,Early adult,IMPC_CBC_018_001,0.5399323,Glucose
ts33sz80a714mpj,MGI:1920136,Yju2,C57BL,E9.5,IMPC_HEM_031_001,0.6651108,Lymphocyte differential count
ts5458k5be3bpa6,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_OFD_050_001,0.8388858,Percentage center movement time
tsdc9m8asz9n224,MGI:1919669,Fam72a,C57BL,Early adult,KMPCLA_GRS_010_001,0.5351367,Forelimb grip strength normalised against body weight
tse4nmrq50wmv72,MGI:3039629,Slc17a8,C57BL,Early adult,IMPC_OFD_007_001,0.4872346,Whole arena resting time
tsm5566l871zb15,MGI:1926950,Zfp236,C57BL,E9.5,IMPC_ACS_036_001,0.8482064,% Pre-pulse inhibition - PPI4
tsup67478mpi865,MGI:1918039,Kynu,C57BL,Middle aged adult,IMPC_ECH_004_001,0.5842677,Ejection Fraction
tt0xos8t98byuv7,MGI:103032,Scg3,C57BL,Early adult,IMPC_GEL_024_001,0.3775349,Branchial arch morphology
tt1ra9zg55i19mj,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_EYE_062_001,0.446864,Right total retinal thickness
tt341c318asg2v7,MGI:2137600,Rcc1l,C57BL,Early adult,JAX_LDT_008_001,0.4165826,Percent time in dark
tt3s86u358cm3p0,MGI:1341157,Sox30,C57BL,Early adult,IMPC_EYE_024_001,0.9717239,Retinal Blood Vessels
tt52diz9d1u596b,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_ABR_006_001,0.2212986,12kHz-evoked ABR Threshold
tt6d9t8cptiog11,MGI:1197515,Irx1,C57BL,E18.5,IMPC_HEM_004_001,0.8687566,Hematocrit
tt6g20un3gk536q,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_GEL_018_001,0.9257104,Visceral yolk sac morphology
ttd2z2242vfzp9j,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_CBC_023_001,0.9473113,Alpha-amylase
ttdl7b297l094ru,MGI:2442144,Taf5,C57BL,E9.5,M-G-P_013_001_003,0.8286637,Left Retina
ttu03xa08f86816,MGI:1914738,Calcoco1,C57BL,Early adult,IMPC_OFD_009_001,0.1461442,Whole arena average speed
ttw474zfn1y8738,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_ACS_037_001,0.4181659,% Pre-pulse inhibition - Global
tu07s299ya9av1f,MGI:3779462,Plscr5,C57BL,Early adult,IMPC_EYE_017_001,0.4365784,Lens Opacity
tu0ibv286a0v679,MGI:1921850,Mrpl47,C57BL,E9.5,ESLIM_011_001_009,0.6393111,PP3 + pulse startle magnitude
tu502q7gy42f337,MGI:87994,Aldoa,C57BL,E12.5,IMPC_CSD_016_001,0.200202,Coat - hair texture / appearance - abdomen
tu58o64u29v97rl,MGI:1913483,Dmap1,C57BL,E9.5,IMPC_ECH_007_001,0.8813275,LVAWd
tu66z4lweo0d6ze,MGI:1925868,Acap2,C57BL,Early adult,IMPC_HEM_002_001,0.5037837,Red blood cell count
tugsr4915uq30b2,MGI:107448,Lyst,C57BL,Early adult,IMPC_EYE_023_001,0.8275766,Optic Disc
tui70x3j75ulm97,MGI:3769724,Tomt,C57BL,Early adult,UCDIP_GRS_009_001,0.9906262,Forelimb and hindlimb grip strength measurement mean
tuq46phw9653z24,MGI:87870,Acat1,C57BL,Early adult,IMPC_CBC_004_001,0.6640719,Urea (Blood Urea Nitrogen - BUN)
tusb65n4q6x46qr,MGI:1921358,Parn,C56BL,Early adult,IMPC_CSD_016_001,0.2163947,Coat - hair texture / appearance - abdomen
tuu6fj32a4h37xz,MGI:1889272,Cadm1,C57BL,Early adult,ESLIM_008_001_001,0.6431811,Body position
tuv6rrxk64r65o9,MGI:2141861,Ap2s1,C57BL,E9.5,IMPC_CSD_078_001,0.6787681,Vocalization
tuxjn1ro871891b,MGI:3779462,Plscr5,C57BL,Early adult,IMPC_ECH_012_001,0.4269904,LVPWs
tv0333n3s6772c6,MGI:2442144,Taf5,C57BL,E9.5,ESLIM_011_001_009,0.6750315,PP3 + pulse startle magnitude
tv070ea58746bq1,MGI:1926950,Zfp236,C57BL,E15.5,JAXLA_CSD_007_001,0.767693,Coat - color - abdomen
tv1m1dc21mqc16o,MGI:1918673,Epg5,C57BL,Early adult,JAX_OFD_020_001,0.9687772,Distance travelled - total
tv8se6019d0f3xc,MGI:96654,Kcna1,C57BL,Early adult,KMPCLA_GRS_010_001,0.9962987,Forelimb grip strength normalised against body weight
tvyb7e6cg3zv52f,MGI:3650333,Krtap9-5,C57BL,Early adult,IMPC_GEL_063_001,0.7656149,Delayed embryonic development
tw1lnei47i29dqg,MGI:1920136,Yju2,C57BL,E9.5,M-G-P_008_001_012,0.1525159,Tail elevation
tw52ia4lgw8z565,MGI:1929743,Asb2,C57BL,E12.5,IMPC_CSD_037_001,0.8665288,Unexpected behaviors
tw582xk591g8xg8,MGI:1914807,Larp6,C57BL,Early adult,JAXLA_CSD_012_001,0.756556,Coat - hair distribution - head
tw6lnx5jzr5ygd1,MGI:2442707,Tmem72,C57BL,Early adult,M-G-P_007_001_015,0.5363642,Number of entries in the center
tw71s85f9s85k0e,MGI:1918968,Telo2,C57BL,E9.5,JAXLA_CSD_078_001,0.7301909,Vocalization
tw8zal3zt6939yl,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_EYE_083_001,0.3396251,Vitreous
twd83v43s6pq2v2,MGI:2685483,Gsg1l,C57BL,Early adult,IMPC_ABR_010_001,0.9236081,24kHz-evoked ABR Threshold
twjgt8676019446,MGI:2137354,Trim9,C57BL,Early adult,IMPC_CSD_029_001,0.4734953,Activity (body position)
twn7q78vnhl22k1,MGI:1920136,Yju2,C57BL,E12.5,IMPC_HEM_038_001,0.8925341,Basophil differential count
twnx6673c51lb7g,MGI:1197515,Irx1,C57BL,E18.5,JAX_OFD_020_001,0.3722396,Distance travelled - total
twt403l48x2d525,MGI:2444612,Klhdc7a,C57BL,Early adult,IMPC_HEM_038_001,0.4034207,Basophil differential count
tx1650e09935av9,MGI:87994,Aldoa,C57BL,Early adult,KMPCLA_CBC_004_001,0.2238583,Urea (Blood Urea Nitrogen - BUN)
tx4haasrg51sciu,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_OFD_050_001,0.1678349,Percentage center movement time
txdnshv363no640,MGI:1920978,Psd,C57BL,Early adult,ESLIM_018_001_008,0.8252646,NK cell percentage
txf8890sne27w1p,MGI:3650333,Krtap9-5,C57BL,Early adult,IMPC_HEM_039_001,0.2055473,Large Unstained Cell (LUC) count
txhvj8g112x9qi5,MGI:2654470,Ctdsp1,C57BL,Early adult,ESLIM_008_001_012,0.0996529,Tail elevation
txuuov18ed35936,MGI:1914737,Dhx40,C57BL,Early adult,JAX_LDT_009_001,0.9658744,Percent time in light
ty0z1u801v6vb7w,MGI:1918968,Telo2,C57BL,E9.5,IMPC_IMM_061_001,0.1842841,T Cells (panel B)
ty2bm98l1io2p9k,MGI:2682639,Ddx31,C57BL,E9.5,IMPC_ECH_012_001,0.463012,LVPWs
ty47727162cpv09,MGI:1926950,Zfp236,C57BL,Early adult,JAX_SLW_013_001,0.3515954,Breath rate during sleep mean
ty643y84iky1843,MGI:107416,Supt4a,C57BL,E12.5,KMPCLA_CSD_005_001,0.5047211,Coat - color - back
ty695804syet743,MGI:2137354,Trim9,C57BL,Early adult,CCP_XRY_063_001,0.0000001376982,Cervical processes
tyb9xgt7k13sa62,MGI:1920040,Ssbp1,C57BL,Early adult,IMPC_GRS_011_001,0.4828498,Forelimb and hindlimb grip strength normalised against body weight
tyd8w16s0yqg64u,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_CSD_080_001,0.1168739,Head bobbing
tydud7irj76057h,MGI:1934754,Kars1,C57BL,E12.5,JAX_SLW_007_001,0.9323957,Light sleep bout lengths mean
tyi409b1muyv700,MGI:1341157,Sox30,C57BL,Early adult,IMPC_CSD_033_001,0.7216955,Gait
tyt62ywf3acf512,MGI:1913483,Dmap1,C57BL,E12.5,UCDIP_GRS_009_001,0.324621,Forelimb and hindlimb grip strength measurement mean
tz4qyv91v3k8hfu,MGI:1918968,Telo2,C57BL,E9.5,IMPC_ECH_007_001,0.7926227,LVAWd
tz5q4l15n6t9021,MGI:1914285,Dnajb4,C57BL,Early adult,IMPC_GEO_047_002,0.1573393,Microphthalmia
tz618u2f5q68282,MGI:1913483,Dmap1,C57BL,E9.5,IMPC_ABR_012_001,0.2512962,30kHz-evoked ABR Threshold
tz6rw7189h50q40,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_DXA_009_001,0.7693248,Fat/Body weight
tz8603847271149,MGI:2685483,Gsg1l,C57BL,Early adult,JAX_LDT_009_001,0.6180092,Percent time in light
tz90nveov5bpq15,MGI:3779462,Plscr5,C57BL,Early adult,ESLIM_015_001_018,0.603013,Triglyceride
tz9j51e8hl772lo,MGI:1926950,Zfp236,C57BL,E15.5,JAX_LDT_006_001,0.3759511,Fecal boli
tzg3upjzvykg37y,MGI:1929743,Asb2,C57BL,E12.5,ESLIM_015_001_018,0.7616662,Triglyceride
tziq03ro5l9743g,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_CBC_012_001,0.5435179,Aspartate aminotransferase
tzp1s5q8zyhn765,MGI:1919669,Fam72a,C57BL,Early adult,IMPC_HEM_003_001,NA,Hemoglobin
tzx8an51gaq2g29,MGI:1914228,Luc7l,C57BL,Late adult,IMPC_CSD_005_001,0.05816891,Coat - color - back
u0049h2423j5d33,MGI:1298224,Pip5k1c,C57BL,E12.5,IMPC_EYE_083_001,0.7090877,Vitreous
u0078k91pbg8s77,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_GEO_069_001,0.4821747,Delayed embryonic development
u01rp7252e7p561,MGI:1298224,Pip5k1c,C57BL,Early adult,JAX_OFD_014_001,0.7962697,Center distance travelled
u03984k357n5118,MGI:95413,Ercc2,C57BL,Early adult,ESLIM_005_001_004,0.2011804,Bone Mineral Density (excluding skull)
u05n2w097903hqy,MGI:1916286,Zg16,C57BL,Early adult,KMPCLA_CBC_010_001,0.5005543,Phosphorus
u06e8l8nwkg6521,MGI:2685483,Gsg1l,C57BL,Late adult,ESLIM_009_001_702,0.6950439,Forelimb and hindlimb grip strength measurement mean
u06rg8v187523qz,MGI:87994,Aldoa,C57BL,E12.5,KMPCLA_OFD_020_001,0.9980908,Distance travelled - total
