"","impcParameterOrigId","name","description","parameterId"
"4823",16418,"Software Version","software_version","IMPC_OFD_039_001"
"4824",16419,"Arena Material","arena_material","IMPC_OFD_040_001"
"4825",16420,"Date equipment last calibrated",NA,"IMPC_OFD_041_001"
"4826",16421,"Whole arena resting time series",NA,"IMPC_OFD_001_001"
"4827",16422,"Whole arena average speed series",NA,"IMPC_OFD_002_001"
"4828",16423,"Periphery distance travelled series",NA,"IMPC_OFD_003_001"
"4829",16424,"Periphery resting time series",NA,"IMPC_OFD_004_001"
"4830",16425,"Periphery permanence time series",NA,"IMPC_OFD_042_001"
"4831",16426,"Periphery average speed series",NA,"IMPC_OFD_043_001"
"4832",16427,"Center distance travelled series",NA,"IMPC_OFD_044_001"
"4833",16428,"Center resting time series",NA,"IMPC_OFD_045_001"
"4834",16429,"Center permanence time series",NA,"IMPC_OFD_046_001"
"4835",16430,"Center average speed series",NA,"IMPC_OFD_047_001"
"4836",16431,"Number of center entries series",NA,"IMPC_OFD_048_001"
"4837",16432,"Light beam barrier height (Z axis)","height of the Z axis light beam used to determine when mouse is rearing","IMPC_OFD_049_001"
"4838",74092,"Percentage center movement time","percentage_center_movement_time","IMPC_OFD_050_001"
"4839",90893,"Resting definition threshold","Parameter measuring how the equipment defines a 'resting' animal","IMPC_OFD_051_001"
"4840",90894,"Rearing definition threshold","Parameter measuring how the equipment defines a 'rearing' animal","IMPC_OFD_052_001"
"4841",43231,"Alive","alive","IMPC_GEO_001_001"
"4842",43232,"Scored","scored","IMPC_GEO_002_001"
"4843",43233,"Cardiovascular System","cardiovascular_system","IMPC_GEO_003_001"
"4844",43234,"Cardiovascular Development","cardiovascular_development","IMPC_GEO_004_001"
"4845",43235,"Heart Development","heart_development","IMPC_GEO_005_001"
"4846",43236,"Outflow tract development","outflow_tract_development","IMPC_GEO_006_001"
"4847",43237,"Absent heartbeat","absent_heartbeat","IMPC_GEO_007_001"
"4848",43238,"Heart Morphology","heart_morphology","IMPC_GEO_008_001"
"4849",43239,"Hemorrhage","hemorrhage","IMPC_GEO_009_001"
"4850",43240,"Skin Hemorrhage","skin_hemorrhage","IMPC_GEO_010_001"
"4851",43241,"Blood Vessel Morphology","blood_vessel_morphology","IMPC_GEO_011_001"
"4852",43242,"Developmental Vascular Remodelling","developmental_vascular_remodelling","IMPC_GEO_012_001"
"4853",43243,"Craniofacial","craniofacial","IMPC_GEO_013_001"
"4854",43244,"Craniofacial Development","craniofacial_development","IMPC_GEO_014_001"
"4855",43245,"Head shape","head_shape","IMPC_GEO_015_001"
"4856",43246,"Head size","head_size","IMPC_GEO_016_001"
"4857",43247,"Facial Cleft","facial_cleft","IMPC_GEO_017_001"
"4858",43248,"Cleft Palate","cleft_palate","IMPC_GEO_018_001"
"4859",43249,"Embryo Size","embryo_size","IMPC_GEO_019_001"
"4860",43250,"Body wall morphology","body_wall_morphology","IMPC_GEO_020_001"
"4861",43251,"Hearing/Vestibular/Ear","hearing_vestibular_ear","IMPC_GEO_021_001"
"4862",43252,"Ear Morphology","abnormal_ear_morphology","IMPC_GEO_022_001"
"4863",43253,"Ear Development","ear_development","IMPC_GEO_023_001"
"4864",43254,"Homeostasis/metabolism","homeostasis_metabolism","IMPC_GEO_024_001"
"4865",43255,"Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema","IMPC_GEO_025_001"
"4866",43256,"Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall","IMPC_GEO_026_001"
"4867",43257,"Integument","integument","IMPC_GEO_027_001"
"4868",43258,"Vibrissa Morphology","vibrissa_morphology","IMPC_GEO_028_001"
"4869",43259,"Skin Appearance","skin_appearance","IMPC_GEO_029_001"
"4870",43260,"Skin Coloration","skin_coloration","IMPC_GEO_030_001"
"4871",43261,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEO_031_001"
"4872",43262,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEO_032_001"
"4873",43263,"Tail Morphology","tail_morphology","IMPC_GEO_033_001"
"4874",43264,"Polydactyly","polydactyly","IMPC_GEO_034_001"
"4875",43265,"Liver/Biliary","liver_biliary","IMPC_GEO_035_001"
"4876",43266,"Liver Morphology","liver_morphology","IMPC_GEO_036_001"
"4877",43267,"Liver Size","liver_size","IMPC_GEO_037_001"
"4878",43268,"Pale Liver","pale_liver","IMPC_GEO_038_001"
"4879",43269,"Nervous System","nervous_system","IMPC_GEO_039_001"
"4880",43270,"Brain Development","brain_development","IMPC_GEO_040_001"
"4881",43271,"Exencephaly","exencephaly","IMPC_GEO_041_001"
"4882",43272,"Holoprosencephaly","holoprosencephaly","IMPC_GEO_042_001"
"4883",43273,"spina bifida","spina_bifida","IMPC_GEO_043_001"
"4884",43274,"Vision/Eye","vision_eye","IMPC_GEO_044_001"
"4885",43275,"Eye Morphology","eye_morphology","IMPC_GEO_045_001"
"4886",43276,"Eye Size","eye_size","IMPC_GEO_046_001"
"4887",43277,"Microphthalmia","microphthalmia","IMPC_GEO_047_001"
"4888",43278,"Anophthalmia","anophthalmia","IMPC_GEO_048_001"
"4889",43279,"Comment on image","comment_on_image","IMPC_GEO_049_001"
"4890",43280,"Images","images","IMPC_GEO_050_001"
"4891",43281,"Experimenter ID","experimenter_id","IMPC_GEO_051_001"
"4892",43282,"Equipment ID","equipment_id","IMPC_GEO_052_001"
"4893",43283,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEO_053_001"
"4894",43284,"Equipment Model","equipment_model","IMPC_GEO_054_001"
"4895",43285,"Fixative","fixative","IMPC_GEO_055_001"
"4896",43286,"Time of Dissection","time_of_dissection","IMPC_GEO_056_001"
"4897",43287,"Somite Stage","somite_stage","IMPC_GEO_057_001"
"4898",43288,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEO_058_001"
"4899",43289,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEO_059_001"
"4900",43290,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEO_060_001"
"4901",36285,"Outcome",NA,"IMPC_EVM_001_001"
"4902",36286,"Decision",NA,"IMPC_EVM_002_001"
"4903",36287,"Comment on Decision (in English)",NA,"IMPC_EVM_003_001"
"4904",36288,"Total embryos WT",NA,"IMPC_EVM_004_001"
"4905",36289,"Total embryos heterozygous",NA,"IMPC_EVM_005_001"
"4906",36290,"Total embryos homozygous",NA,"IMPC_EVM_006_001"
"4907",36291,"Total dead embryos",NA,"IMPC_EVM_007_001"
"4908",36292,"Total dead WT",NA,"IMPC_EVM_008_001"
"4909",36293,"Total dead heterozygous",NA,"IMPC_EVM_009_001"
"4910",36294,"Total dead homozygous",NA,"IMPC_EVM_010_001"
"4911",36295,"Total gross defect at dissection (alive or dead) embryos",NA,"IMPC_EVM_011_001"
"4912",36296,"Total gross defect at dissection (alive or dead) WT",NA,"IMPC_EVM_012_001"
"4913",36297,"Total gross defect at dissection (alive or dead) heterozygous",NA,"IMPC_EVM_013_001"
"4914",36298,"Total gross defect at dissection (alive or dead) homozygous",NA,"IMPC_EVM_014_001"
"4915",36299,"Number of reabsorptions",NA,"IMPC_EVM_015_001"
"4916",36300,"% embryos WT",NA,"IMPC_EVM_016_001"
"4917",36301,"% embryos heterozygous",NA,"IMPC_EVM_017_001"
"4918",36302,"% embryos homozygous",NA,"IMPC_EVM_018_001"
"4919",36303,"Average Litter Size",NA,"IMPC_EVM_019_001"
"4920",36304,"Time of dark cycle start",NA,"IMPC_EVM_020_001"
"4921",36305,"Time of dark cycle end",NA,"IMPC_EVM_021_001"
"4922",36306,"Embryo medium",NA,"IMPC_EVM_022_001"
"4923",36307,"Total embryos",NA,"IMPC_EVM_023_001"
"4924",36308,"Total live embryos",NA,"IMPC_EVM_024_001"
"4925",36309,"Total live heterozygous",NA,"IMPC_EVM_025_001"
"4926",36310,"Total live WT",NA,"IMPC_EVM_026_001"
"4927",36311,"Total live homozygous",NA,"IMPC_EVM_027_001"
"4928",43546,"Alive","alive","IMPC_GEP_001_001"
"4929",43547,"Scored","scored","IMPC_GEP_002_001"
"4930",43548,"Behavior/neurological","behavior_neurological","IMPC_GEP_003_001"
"4931",43549,"No spontaneous movement","no_spontaneous_movement","IMPC_GEP_004_001"
"4932",43550,"Unresponsive to tactile stimuli","unresponsive_to_tactile_stimuli","IMPC_GEP_005_001"
"4933",43551,"Cardiovascular System","cardiovascular_system","IMPC_GEP_006_001"
"4934",43552,"Cardiovascular Development","cardiovascular_development","IMPC_GEP_007_001"
"4935",43553,"Heart Development","heart_development","IMPC_GEP_008_001"
"4936",43554,"Outflow tract development","outflow_tract_development","IMPC_GEP_009_001"
"4937",43555,"Heart Morphology","heart_morphology","IMPC_GEP_010_001"
"4938",43556,"Hemorrhage","hemorrhage","IMPC_GEP_011_001"
"4939",43557,"Skin Hemorrhage","skin_hemorrhage","IMPC_GEP_012_001"
"4940",43558,"Blood Vessel Morphology","blood_vessel_morphology","IMPC_GEP_013_001"
"4941",43559,"Craniofacial","craniofacial","IMPC_GEP_014_001"
"4942",43560,"Head shape","head_shape","IMPC_GEP_015_001"
"4943",43561,"Head size","head_size","IMPC_GEP_016_001"
"4944",43562,"Facial Morphology","facial_morphology","IMPC_GEP_017_001"
"4945",43563,"Facial Cleft","facial_cleft","IMPC_GEP_018_001"
"4946",43564,"Cleft Palate","cleft_palate","IMPC_GEP_019_001"
"4947",43565,"Digestive/alimentary","digestive_alimentary","IMPC_GEP_020_001"
"4948",43566,"Digestive System Morphology","digestive_system_morphology","IMPC_GEP_021_001"
"4949",43567,"Embryo Size","embryo_size","IMPC_GEP_022_001"
"4950",43568,"Embryo weight","embryo_weight","IMPC_GEP_023_001"
"4951",43569,"Body wall morphology","body_wall_morphology","IMPC_GEP_024_001"
"4952",43570,"Hearing/Vestibular/Ear","hearing_vestibular_ear","IMPC_GEP_025_001"
"4953",43571,"Outer ear morpholgy","outer_ear_morpholgy","IMPC_GEP_026_001"
"4954",43572,"Ear Development","ear_development","IMPC_GEP_027_001"
"4955",43573,"Homeostasis/metabolism","homeostasis_metabolism","IMPC_GEP_028_001"
"4956",43574,"Cyanosis","cyanosis","IMPC_GEP_029_001"
"4957",43575,"Edema","edema","IMPC_GEP_030_001"
"4958",43576,"Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema","IMPC_GEP_031_001"
"4959",43577,"Integument","integument","IMPC_GEP_032_001"
"4960",43578,"Vibrissa Morphology","vibrissa_morphology","IMPC_GEP_033_001"
"4961",43579,"Skin Appearance","skin_appearance","IMPC_GEP_034_001"
"4962",43580,"Pallor","pallor","IMPC_GEP_035_001"
"4963",43581,"Skin Coloration","skin_coloration","IMPC_GEP_036_001"
"4964",43582,"Limb Morphology","limb_morphology","IMPC_GEP_037_001"
"4965",43583,"Tail Morphology","tail_morphology","IMPC_GEP_038_001"
"4966",43584,"Polydactyly","polydactyly","IMPC_GEP_039_001"
"4967",43585,"Liver/Biliary","liver_biliary","IMPC_GEP_040_001"
"4968",43586,"Liver Morphology","liver_morphology","IMPC_GEP_041_001"
"4969",43587,"Liver Size","liver_size","IMPC_GEP_042_001"
"4970",43588,"Muscle","muscle","IMPC_GEP_043_001"
"4971",43589,"Diaphragm Morphology","diaphragm_morphology","IMPC_GEP_044_001"
"4972",43590,"Nervous System","nervous_system","IMPC_GEP_045_001"
"4973",43591,"Brain Development","brain_development","IMPC_GEP_046_001"
"4974",43592,"Exencephaly","exencephaly","IMPC_GEP_047_001"
"4975",43593,"Holoprosencephaly","holoprosencephaly","IMPC_GEP_048_001"
"4976",43594,"spina bifida","spina_bifida","IMPC_GEP_049_001"
"4977",43595,"Renal/Urinary","renal_urinary","IMPC_GEP_050_001"
"4978",43596,"Kidney","kidney","IMPC_GEP_051_001"
"4979",43597,"Respiratory System","respiratory_system","IMPC_GEP_052_001"
"4980",43598,"Lung Morphology","lung_morphology","IMPC_GEP_053_001"
"4981",43599,"Lung Development","lung_development","IMPC_GEP_054_001"
"4982",43600,"Respiratory Failure","respiratory_failure","IMPC_GEP_055_001"
"4983",43601,"Vision/Eye","vision_eye","IMPC_GEP_056_001"
"4984",43602,"Eye Morphology","eye_morphology","IMPC_GEP_057_001"
"4985",43603,"Eye Size","eye_size","IMPC_GEP_058_001"
"4986",43604,"Microphthalmia","microphthalmia","IMPC_GEP_059_001"
"4987",43605,"Anophthalmia","anophthalmia","IMPC_GEP_060_001"
"4988",43606,"Failure of Eyelid Fusion","failure_of_eyelid_fusion","IMPC_GEP_061_001"
"4989",43607,"Number of cervical vertebrae","number_of_cervical_vertebrae","IMPC_GEP_062_001"
"4990",43608,"Comment on image","comment_on_image","IMPC_GEP_063_001"
"4991",43609,"Images","images","IMPC_GEP_064_001"
"4992",43610,"Experimenter ID","experimenter_id","IMPC_GEP_065_001"
"4993",43611,"Equipment ID","equipment_id","IMPC_GEP_066_001"
"4994",43612,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEP_067_001"
"4995",43613,"Equipment Model","equipment_model","IMPC_GEP_068_001"
"4996",43614,"Fixative","fixative","IMPC_GEP_069_001"
"4997",43615,"Time of Dissection","time_of_dissection","IMPC_GEP_070_001"
"4998",43616,"Somite Stage","somite_stage","IMPC_GEP_071_001"
"4999",43617,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEP_072_001"
"5000",43618,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEP_073_001"
"5001",43619,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEP_074_001"
"5002",16825,"Tail - presence","tail_presence","IMPC_CSD_001_001"
"5003",16826,"Tail - length","tail_length","IMPC_CSD_002_001"
"5004",16827,"Tail - thickness","tail_thickness","IMPC_CSD_003_001"
"5005",16828,"Tail - morphology","tail_morphology","IMPC_CSD_004_001"
"5006",16829,"Coat - color - back","coat_color_back","IMPC_CSD_005_001"
"5007",16830,"Coat - color - head","coat_color_head","IMPC_CSD_006_001"
"5008",16831,"Coat - color - abdomen","coat_color_abdomen","IMPC_CSD_007_001"
"5009",16832,"Coat - color pattern - back","coat_color_pattern_back","IMPC_CSD_008_001"
"5010",16833,"Coat - color pattern - head","coat_color_pattern_head","IMPC_CSD_009_001"
"5011",16834,"Coat - color pattern - abdomen","coat_color_pattern_abdomen","IMPC_CSD_010_001"
"5012",16835,"Coat - hair distribution - back","coat_hair_distribution_back","IMPC_CSD_011_001"
"5013",16836,"Coat - hair distribution - head","coat_hair_distribution_head","IMPC_CSD_012_001"
"5014",16837,"Coat - hair distribution - abdomen","coat_hair_distribution_abdomen","IMPC_CSD_013_001"
"5015",16838,"Coat - hair texture / appearance - back","coat_hair_texture_appearance_back","IMPC_CSD_014_001"
"5016",16839,"Coat - hair texture / appearance - head","coat_hair_texture_appearance_head","IMPC_CSD_015_001"
"5017",16840,"Coat - hair texture / appearance - abdomen","coat_hair_texture_appearance_abdomen","IMPC_CSD_016_001"
"5018",16841,"Forelimbs - position","forelimbs_position","IMPC_CSD_017_001"
"5019",16842,"Forelimbs - shape","forelimbs_shape","IMPC_CSD_018_001"
"5020",16843,"Forelimbs - size","forelimbs_size","IMPC_CSD_019_001"
"5021",16844,"Hindlimbs - position","hindlimbs_position","IMPC_CSD_020_001"
"5022",16845,"Hindlimbs - shape","hindlimbs_shape","IMPC_CSD_021_001"
"5023",16846,"Hindlimbs - size","hindlimbs_size","IMPC_CSD_022_001"
"5024",16847,"Vibrissae - presence","vibrissae_presence","IMPC_CSD_023_001"
"5025",16848,"Vibrissae - appearance","vibrissae_appearance","IMPC_CSD_024_001"
"5026",16849,"Head size","head_size","IMPC_CSD_025_001"
"5027",16850,"Head morphology","head_morphology","IMPC_CSD_026_001"
"5028",16851,"Ears","ears","IMPC_CSD_027_001"
"5029",16852,"Snout size","snout_size","IMPC_CSD_028_001"
"5030",16853,"Activity (body position)","activity_body_position_","IMPC_CSD_029_001"
"5031",16854,"Tremor","tremor","IMPC_CSD_030_001"
"5032",16855,"Transfer arousal","transfer_arousal","IMPC_CSD_031_001"
"5033",16856,"Locomotor activity","locomotor_activity","IMPC_CSD_032_001"
"5034",16857,"Gait","gait","IMPC_CSD_033_001"
"5035",16858,"Tail elevation","tail_elevation","IMPC_CSD_034_001"
"5036",16859,"Touch escape","touch_escape","IMPC_CSD_035_001"
"5037",16860,"Startle response","startle_response","IMPC_CSD_036_001"
"5038",16861,"Unexpected behaviors","unexpected_behaviors","IMPC_CSD_037_001"
"5039",16862,"Trunk curl","trunk_curl","IMPC_CSD_038_001"
"5040",16863,"Limb grasp","limb_grasp","IMPC_CSD_039_001"
"5041",16864,"Forepaw - size","forepaw_size","IMPC_CSD_040_001"
"5042",16865,"Hindpaw - size","hindpaw_size","IMPC_CSD_041_001"
"5043",16866,"Forepaw - shape","forepaw_shape","IMPC_CSD_042_001"
"5044",16867,"Hindpaw - shape","hindpaw_shape","IMPC_CSD_043_001"
"5045",16868,"Forelimb digit - number","forelimb_digit_number","IMPC_CSD_044_001"
"5046",16869,"Hindlimb digit - number","hindlimb_digit_number","IMPC_CSD_045_001"
"5047",16870,"Forelimb digit - size","forelimb_digit_size","IMPC_CSD_046_001"
"5048",16871,"Hindlimb digit - size","hindlimb_digit_size","IMPC_CSD_047_001"
"5049",16872,"Forelimb digit - shape","forelimb_digit_shape","IMPC_CSD_048_001"
"5050",16873,"Hindlimb digit - shape","hindlimb_digit_shape","IMPC_CSD_049_001"
"5051",16874,"Forelimb nail - number","forelimb_nail_number","IMPC_CSD_050_001"
"5052",16875,"Hindlimb nail - number","hindlimb_nail_number","IMPC_CSD_051_001"
"5053",16876,"Forelimb nail - length","forelimb_nail_length","IMPC_CSD_052_001"
"5054",16877,"Hindlimb nail - length","hindlimb_nail_length","IMPC_CSD_053_001"
"5055",16878,"Forelimb nail - shape","forelimb_nail_shape","IMPC_CSD_054_001"
"5056",16879,"Hindlimb nail - shape","hindlimb_nail_shape","IMPC_CSD_055_001"
"5057",16880,"Skin color - whole body","skin_color_whole_body","IMPC_CSD_056_001"
"5058",16881,"Skin color - snout","skin_color_snout","IMPC_CSD_057_001"
"5059",16882,"Skin color - ear","skin_color_ear","IMPC_CSD_058_001"
"5060",16883,"Skin color - front paws","skin_color_front_paws","IMPC_CSD_059_001"
"5061",16884,"Skin color - back paws","skin_color_back_paws","IMPC_CSD_060_001"
"5062",16885,"Skin color - tail","skin_color_tail","IMPC_CSD_061_001"
"5063",16886,"Skin texture - whole body","skin_texture_whole_body","IMPC_CSD_062_001"
"5064",16887,"Skin texture - snout","skin_texture_snout","IMPC_CSD_063_001"
"5065",16888,"Skin texture - ear","skin_texture_ear","IMPC_CSD_064_001"
"5066",16889,"Skin texture - front paws","skin_texture_front_paws","IMPC_CSD_065_001"
"5067",16890,"Skin texture - back paws","skin_texture_back_paws","IMPC_CSD_066_001"
"5068",16891,"Skin texture - tail","skin_texture_tail","IMPC_CSD_067_001"
"5069",16892,"Teeth presence","teeth_presence","IMPC_CSD_068_001"
"5070",16893,"Upper teeth appearance","upper_teeth_appearance","IMPC_CSD_069_001"
"5071",16894,"Lower teeth appearance","lower_teeth_appearance","IMPC_CSD_070_001"
"5072",16895,"Genitalia - presence","genitalia_presence","IMPC_CSD_071_001"
"5073",16896,"Genitalia - size","genitalia_size","IMPC_CSD_072_001"
"5074",16897,"Genitalia - morphology","genitalia_morphology","IMPC_CSD_073_001"
"5075",16898,"Mouth morphology","mouth_morphology","IMPC_CSD_074_001"
"5076",16899,"Upper lip morphology","upper_lip_morphology","IMPC_CSD_075_001"
"5077",16900,"Lower lip morphology","lower_lip_morphology","IMPC_CSD_076_001"
"5078",16901,"Contact righting","contact_righting","IMPC_CSD_077_001"
"5079",16902,"Vocalization","vocalization","IMPC_CSD_078_001"
"5080",16903,"Aggression","aggression","IMPC_CSD_079_001"
"5081",16904,"Head bobbing","head_bobbing","IMPC_CSD_080_001"
"5082",16905,"Experimenter ID",NA,"IMPC_CSD_081_001"
"5083",16906,"Location of test","location_of_test","IMPC_CSD_082_001"
"5084",16907,"Number of animals in cage","number_of_animals","IMPC_CSD_083_001"
"5085",16908,"Number of days since cage changed",NA,"IMPC_CSD_084_001"
"5086",16909,"Images",NA,"IMPC_CSD_085_001"
"5087",16910,"Size of squares in arena",NA,"IMPC_CSD_086_001"
"5088",16911,"Comments (in English)","General comments in English","IMPC_CSD_087_001"
"5089",27320,"Gross Findings Male","gross_findings","IMPC_FER_001_001"
"5090",27321,"Pups born (primary)","pups_born_primary_","IMPC_FER_002_001"
"5091",27322,"Total matings (primary)","total_matings_primary_","IMPC_FER_003_001"
"5092",27323,"Total litters (primary)","total_litters_primary_","IMPC_FER_004_001"
"5093",27324,"Total pups with dissection (primary)","total_pups_primary_","IMPC_FER_005_001"
"5094",27325,"Pups born (Male screen)","pups_born_male_screen_","IMPC_FER_006_001"
"5095",27326,"Total matings (Male screen)","total_matings_male_screen_","IMPC_FER_007_001"
"5096",27327,"Total litters (Male screen)","total_litters_male_screen_","IMPC_FER_008_001"
"5097",27328,"Total pups/embryos (Male Screen)","total_pups_embryos_male_screen_","IMPC_FER_009_001"
"5098",27329,"Pups born (Female Screen)","pups_born_female_screen_","IMPC_FER_010_001"
"5099",27330,"Total matings (Female Screen)","total_matings_female_screen_","IMPC_FER_011_001"
"5100",27331,"Total litters (Female Screen)","total_litters_female_screen_","IMPC_FER_012_001"
"5101",27332,"Total pups/embryos (Female Screen)","total_pups_embryos_female_screen_","IMPC_FER_013_001"
"5102",27333,"Age of set up","age_of_set_up","IMPC_FER_014_001"
"5103",27334,"Time spent in breeding","time_breeding","IMPC_FER_015_001"
